CodigoLicitacion;Correlativo;Categoria;CodigoProducto;NombreProducto;DescripcionItem;UnidadMedida;Cantidad;RutGanador;NombreGanador;MontoUnitarioGanador;CantidadAdjudicada
1057532-122-LE25;1;Equipamiento y suministros médicos / Productos para exámenes y control de pacientes / Unidades de electrocardiografía (ECG) y productos relacionados;42181716;Accesorios de electrocardiografía (ECG);Parches DEA, Saturometría, ECG, Papel impresión, compatible con Equipos marca Zoll;Unidad;1.0;79.895.670-1;PV EQUIP  SA;1.0;1.0
1057532-122-LE25;2;Equipamiento y suministros médicos / Productos para exámenes y control de pacientes / Unidades de presión sanguínea y productos relacionados;42181606;Mangas de inflación de presión sanguínea o mangas neumáticas o adaptadores;Mangueras y brazaletes PANI con conexión rápida;Unidad;1.0;;;0.0;0.0
1057532-122-LE25;3;Equipamiento y suministros médicos / Productos de resucitación, anestesia y respiratorios / Productos para el control respiratorio;42271503;Monitores de dióxido de carbono al final de la espiración (ETCO2) o suministros;Líneas de Cinografía Invasiva;Unidad;1.0;79.510.190-k;INVERSIONES Y SERVICIOS BALDER LIMITADA;534600.0;1.0
1057532-122-LE25;4;Equipamiento y suministros médicos / Productos para exámenes y control de pacientes / Oxímetros de pulso;42181802;Cables de oximetros de pulso;Cable Transductor línea de presión arterial invasiva;Unidad;1.0;79.510.190-k;INVERSIONES Y SERVICIOS BALDER LIMITADA;33000.0;1.0
1057532-122-LE25;5;Equipamiento y suministros médicos / Productos de resucitación, anestesia y respiratorios / Productos para el control respiratorio;42271505;Kits de monitorización respiratoria o sus accesorios;Saturometría compatible con modelo GE V100;Unidad;1.0;79.510.190-k;INVERSIONES Y SERVICIOS BALDER LIMITADA;317000.0;1.0
1057532-122-LE25;6;Equipamiento y suministros médicos / Productos para exámenes y control de pacientes / Unidades de electrocardiografía (ECG) y productos relacionados;42181716;Accesorios de electrocardiografía (ECG);Saturometría, temperatura y ECG compatible con modelo benevisión n1;Unidad;1.0;79.510.190-k;INVERSIONES Y SERVICIOS BALDER LIMITADA;1306000.0;1.0
1057532-122-LE25;7;Equipamiento y suministros médicos / Productos de resucitación, anestesia y respiratorios / Productos para el control respiratorio;42271505;Kits de monitorización respiratoria o sus accesorios;Circuitos respiratorios desechables compatible con equipo Weinmann Medumat;Unidad;1.0;;;0.0;0.0
1057532-122-LE25;8;Equipamiento y suministros médicos / Productos de resucitación, anestesia y respiratorios / Productos para el control respiratorio;42271505;Kits de monitorización respiratoria o sus accesorios;Circuitos respiratorios desechables compatible con equipo Dräger Oxylog;Unidad;1.0;;;0.0;0.0
1057532-122-LE25;9;Equipamiento y suministros médicos / Productos de resucitación, anestesia y respiratorios / Sistemas y dispositivos de terapia de entrega de oxígeno;42271707;Sensores o reguladores de caudal, o componentes;Manómetros y reguladores de oxígeno;Unidad;1.0;76.866.699-7;COMERCIAL VR LIMITADA;1650000.0;1.0
1057532-9-LE26;1;Servicios de transporte, almacenaje y correo / Servicios de mantención o reparaciones de transportes / Mantención o reparación de vehículos;78180103;Servicios de cambio de fluidos de aceite o de la transmisión;CONVENIO DE SERVICIO DE MANTENCIONES PREVENTIVAS, CORRECTIVAS Y/O REPARATIVAS 2026-2027 PARA BUS MITSUBISHI FUSO ROSA DEL HOSPITAL FUTA SRÜKA LAWENCHE KUNKO MAPU MO DEL SSO.;Unidad;1.0;;;0.0;0.0
1057532-127-LE25;1;Servicios de transporte, almacenaje y correo / Servicios de mantención o reparaciones de transportes / Mantención o reparación de vehículos;78180103;Servicios de cambio de fluidos de aceite o de la transmisión;CONVENIO DE SERVICIO DE MANTENCIONES PREVENTIVAS, CORRECTIVAS Y/O REPARATIVAS 2026-2027 PARA BUS MITSUBISHI FUSO ROSA DEL HOSPITAL FUTA SRÜKA LAWENCHE KUNKO MAPU MO DEL SSO.;Unidad;1.0;;;0.0;0.0
