CodigoCompraAgil;RutProveedor;RazonSocial;EsEMT;EstadoCotizacionID;EstadoCotizacionGlosa;ProveedorSeleccionado;MotivoSeleccion;CriterioSeleccion;FechaCreacion;FechaVigencia;ValorNeto;TotalImpuesto;MontoDespacho;MontoTotal;NombreImpuesto;PorcentajeImpuesto;DescripcionCotizacion;JustificacionInadmisibilidad;TotalProductosCotizados
1057532-59-COT26;76.205.148-6;Awad Articulos Medicos LTDA;1;;;;;;;;;;;;;;INSUMOS MEDICOS DE PRIMERA CALIDAD, SEGÚN  FICHAS ANEXAS, DESPACHO 10 DIAS HABILES, ventas@awadmedical.cl y      WHATSAPP +56 998645333;;14
1057532-59-COT26;77.025.316-0;INGENIERIA, SOPORTE Y CADENA DE SUMINISTRO SPA;1;;;;;;;;;;;;;;Se adjunta cotización formal y ficha técnica. Despacho sin costo MONTO MINIMO DE FACTURACION $100.000 ENTREGA EN 3 DIAS, Stock disponible. Atte ENSUS CHILE SPA suhey.medina@ensus.cl +56 9 3238 4326 VENCIMIENTO SUPERIOR A 12 MESES;;14
1057532-59-COT26;77.187.331-6;IMPORTADORA Y COMERCIALIZADORA AILLON Y SIERRA SPA;1;;;;;;;;;;;;;;Despacho a 10 días hábiles. Macarena Val, 932299366, ventas@asprotex.cl;;14
1057532-59-COT26;77.192.195-7;SIIM DISTRIBUIDORA DE MATERIALES Y EQUIPOS SPA;1;;;;;;;;;;;;;;Estimados, les adjunto cotización según requerimientos técnicos. Despacho SIN COSTO de 10 días hábiles desde la aceptación de la Orden de Compra. Ejecutivo comercial: Paola Gonzalez. pgonzalez@siim.cl / +56 9 5668 0004.;;14
1057532-59-COT26;76.576.352-5;SINERGIA TRADE CHILE SPA;1;;;;;;;;;;;;;;Buen día, estimados. Adjunto cotización de los productos solicitados en su totalidad, el envío está incluido, cualquier duda puede contactarnos al +56 9 4003 9473 sinergia@cosmeticaval.cl Plazo de entrega 5 días hábiles ANTONIETTA RIVERA;;14
1057532-57-COT26;77.997.344-1;SPRG SPA;1;;;;;;;;;;;;;;DESPACHO SOBRE $150.000 ENTREGA EN 5 DIAS HABILES, FLETE INCLUIDO “Favor considerar la unidad de embalaje para cada una de las líneas ofertadas, la que deberá ser ajustada al momento de realizar la OC”Dauglas Alarcon dalarcon@sprg.cl Tel+5671840000;No oferta la totalidad de los productos.;2
1057532-57-COT26;76.205.148-6;Awad Articulos Medicos LTDA;1;;;;;;;;;;;;;;INSUMOS MEDICOS DE PRIMERA CALIDAD, SEGÚN  FICHAS ANEXAS, DESPACHO  6 DIAS HABILES, ventas@awadmedical.cl y      WHATSAPP +56 998645333;;2
1057532-57-COT26;77.025.316-0;INGENIERIA, SOPORTE Y CADENA DE SUMINISTRO SPA;1;;;;;;;;;;;;;;Se adjunta cotización formal y ficha técnica. Despacho sin costo MONTO MINIMO DE FACTURACION $100.000 ENTREGA EN 3 DIAS, Stock disponible. Atte ENSUS CHILE SPA hillary.aponte@ensus.cl +56 9 32294832 VENCIMIENTO SUPERIOR A 12 MESES;;2
1057532-57-COT26;76.739.523-K;FARMANOSTICA SPA;1;;;;;;;;;;;;;;DESPACHO EN 3-4 DIAS HABILES UNA VEZ ACEPTADA LA OC,JORGELA MEJIAS, 928988996, J.MEJIAS@FARMANOSTICA.CL SE COTIZA LO SOLICITADO RESPETANDO CANTIDAD. INSUMOS ESTAN POR SOBRE LOS 12 MESES PARA VENCIMIENTO,;;2
1057532-57-COT26;78.027.120-5;DISTRIBUIDORA DE PRODUCTOS DE LABORATORIO DIPROLAB LIMITADA;1;;;;;;;;;;;;;;ITEM 1: PARCHE CURITA REDONDO X 100 UN FIRST CARE, ITEM 2: HOLDER PRONTO PX20 UN BD. VENCIMIENTO SUP A 12 MESES. Contacto Karen Cruz, Celular +569 96394108 correo chilecompra@diprolab.cl - Certificación ISO 9001- 13485, TRAZABILIDAD N°226 Y;;2
