CodigoCompraAgil;RutProveedor;RazonSocial;EsEMT;EstadoCotizacionID;EstadoCotizacionGlosa;ProveedorSeleccionado;MotivoSeleccion;CriterioSeleccion;FechaCreacion;FechaVigencia;ValorNeto;TotalImpuesto;MontoDespacho;MontoTotal;NombreImpuesto;PorcentajeImpuesto;DescripcionCotizacion;JustificacionInadmisibilidad;TotalProductosCotizados
1057532-9-COT25;76.961.219-k;INVERSIONES CATALUÑA SPA;1;;;;;;;;;;;;;;Inversiones Cataluña, ventas@cataluna.cl, +56412603744. Despacho 3 días hábiles a más tardar una vez aceptada la OC e incluido en precio final ofertado.;;1
1057532-9-COT25;76.174.783-5;GRUPO NUR SPA;1;;;;;;;;;;;;;;VALOR DE DESPACHO INCLUIDO CONTACTO:  LIYEN CONDOR.  +569 86382580 COMPRAS1@GLABO.CL;;1
1057532-9-COT25;77.540.173-7;IMPORTADORA Y COMERCIALIZADORA CANELA SPA;1;;;;;;;;;;;;;;Junto con saludar, se adjunta cotizacion detallada. Plazo de Entrega: 3 dias Productos de Marca y gran calidad. DESPACHO GRATIS Muchas Gracias  Saludos,;;1
1057532-9-COT25;76.877.288-6;DISTRIBUIDORA DICOMERS SPA;1;;;;;;;;;;;;;;DISTRIBUIDORA DICOMERS SPA ESTIMA LA ENTREGA EN 1  DIA HABIL, SEGUN DISPONIBILIDAD DE STOCK AL MOMENTO DE EMITIR O.C  CONTACTO VENDEDOR VICTOR MONSALVE, +56940773108, dicomersvms@gmail.com. CARLA CÁRCAMO, +56934950933, dicomersventasc@gmail.com;;1
1057532-9-COT25;76.796.274-6;CF INGENIEROS LTDA;1;;;;;;;;;;;;;;despacho 72 horas, entrega domicilio flete incluido,  Ismael Pérez +56 9 7152 9091  ismael.perez@cfingenieros.cl;;1
1057532-9-COT25;77.994.821-8;GESCOM INGENIERÍA Y GESTIÓN LOGÍSTICA LIMITADA;1;;;;;;;;;;;;;;Se incluye todo lo requerido. Para consultas escribir a contacto@GESCOMCHILE.cl o al teléfono +56 22 927 27 95;;1
1057532-9-COT25;77.663.547-2;LOGOS KARY SPA;1;;;;;;;;;;;;;;Se han considerado todos los requisitos. Para más información, contáctenos a Kquezadavaleria@gmail.com;;1
1057532-9-COT25;77.726.908-9;COMERCIALIZADORA COMMITAL CHILE  LIMITADA;1;;;;;;;;;;;;;;Estimado , junto con saludar hago envío de nuestra cotización EXACTA del artículo requerido. Despacho en 2-4 días hábiles. Somos proveedores constantes de la región  Commital Chile LTDA.   Saludos cordiales.;;1
1057532-9-COT25;77.309.082-3;COMERCIALIZADORA SALAZAR Y PINO SPA;1;;;;;;;;;;;;;;Favor pedir mas detalles al siguiente contacto:  Patricio Aravena +56963076719 comercializadora.salazarjjss@gmail.com  Respondemos a la brevedad;;1
1057532-18-COT25;89.752.800-2;DISTRIBUIDORA DE ARTICULOS MEDICOS PEREZ SPA;1;;;;;;;;;;;;;;ENTREGA DENTRO DE 3 DIAS HABILES DESPUES DE RECIBIDA LA ORDEN DE COMPRA . SE ADJUNTA FICHA TECNICA. FLETE INCLUIDO.Teléfonos: 2-26731206 2-26717467 Contacto@distribuidoraperez.cl;El producto o servicio ofertado no cumple con las especificaciones solicitadas.;1
1057532-18-COT25;77.337.544-5;SCM PHARMA SPA;1;;;;;;;;;;;;;;Se adjunta cotización detallada, Contacto F. 225104550, contacto@scmpharma.cl, Despacho sin costo, Envio 48 a 72 horas- monto mínimo de despacho $ 50.000.-  Cotización valida  por 15 días.;Informa un monto mínimo de despacho $50.000.-;1
1057532-18-COT25;77.316.253-0;COMERCIAL GBG SPA;1;;;;;;;;;;;;;;(REF: AAPARCHR) Parche Curita Redondo Estéril, MARCA CRANBERRY, Caja x 100 unds VENCIMIENTO MAYOR A 3 AÑOS. STOCK DISPONIBLE, DESPACHO 2 DÍAS HÁBILES CON FLETE INCLUIDO GRATIS CORREO: fersapag@gbg.cl (o) comercialgbg@gbg.cl FONO: 2226046119;;1
1057532-18-COT25;77.714.157-0;COMERCIALIZADORA C & S SPA;1;;;;;;;;;;;;;;OFERTA DE COMERCIALIZADORA CYS, OFERTA INCLUYE TODOS LOS INSUMOS,  DESPACHO DE 24 A 48 HRS UNA VEZ ACEPTADA OC, VENCIMIENTO SOBRE 24 MESES,  OFERTA VALIDA POR 90 DIAS. DESPACHO GRATIS CONTACTO: EVELYN SEPULVEDA 934267747 CONTACTO@COMERCIALIZADORACYS.CL;;1
1057532-18-COT25;78.027.120-5;DISTRIBUIDORA DE PRODUCTOS DE LABORATORIO DIPROLAB LIMITADA;1;;;;;;;;;;;;;;ITEM: PARCHE CURITA REDONDO FIRSTCARE X100 UNIDADES. FLETE PAGADO. Contacto Karen Cruz, Celular +569 96394108 correo chilecompra@diprolab.cl - Certificación ISO 9001- 13485, TRAZABILIDAD N°226 J-J;;1
