CodigoCompraAgil;RutProveedor;RazonSocial;EsEMT;EstadoCotizacionID;EstadoCotizacionGlosa;ProveedorSeleccionado;MotivoSeleccion;CriterioSeleccion;FechaCreacion;FechaVigencia;ValorNeto;TotalImpuesto;MontoDespacho;MontoTotal;NombreImpuesto;PorcentajeImpuesto;DescripcionCotizacion;JustificacionInadmisibilidad;TotalProductosCotizados
1057532-22-COT25;96.944.900-5;COMERCIALIZADORA ISI SPA;1;;;;;;;;;;;;;;Adjunto cotizacion;;3
1057532-22-COT25;77.083.053-2;DISTRIBUIDORA BLUE SPA;1;;;;;;;;;;;;;;Estimados Junto con saludar y esperando que se encuentre muy bien Se envía cotización solicitada  Despacho incluido Plazo de entrega 5 días hábiles Contacto 958667109 vendedora: Camila Montoya Mail Ventas@spablue.cl;;3
1057532-22-COT25;76.104.792-2;SOBRES E IMPRESOS J L LIMITADA;1;;;;;;;;;;;;;;SOBRES SACOS, DE MEDIDAS SOLICTADAS, PLAZO ENTREGA 3 DIAS;;3
1057532-22-COT25;77.216.639-7;COMERCIALIZADORA JIMÉNEZ HERMANOS SPA;1;;;;;;;;;;;;;;Se cotiza lo requerido.Entrega inmediata en direccion solicitada. Dudas y consultas Patricio Jimenez Alvarado +56975488956;;3
1057532-22-COT25;77.663.547-2;LOGOS KARY SPA;1;;;;;;;;;;;;;;Se han considerado todos los requisitos. Para más información, contáctenos a Kquezadavaleria@gmail.com;;3
1057532-22-COT25;77.660.833-5;INGENIERÍA , SERVICIOS Y ABASTECIMIENTO ISEVEN LIMITADA;1;;;;;;;;;;;;;;Se incluye todo lo requerido. Para consultas escribir a contacto@ISEVENCHILE.cl o al teléfono +56 22 927 27 95;;3
1057532-24-COT25;77.354.932-K;BECRUX LABS SPA;1;;;;;;;;;;;;;;SE ADJUNTA COTIZACION Entrega en 48 horas una vez aceptada la orden de compra. Monto mínimo de compra 50.000 neto. Afecto a políticas de canje. Sin costo por despacho.  Vigencia de cotización 60 días.;La ofertar que no cumple con requisitos solicitado adjuntar Resolución Sanitaria;1
1057532-24-COT25;76.125.564-9;LABORATORIO ACONFAR CHILE LIMITADA;1;;;;;;;;;;;;;;FACTURACION MINIMA $50.000+IVA PARA SANTIAGO Y $75.000+IVA PARA REGIONES, DESPACHO: STGO 24-48 HR Y REGIONES 72 HR, UNIDAD MIN. COTIZADA, SE AJUSTARÁ A FACTOR DE EMPAQUE, REG.ISP, FACT.ELECTRONICA. STOCK DISPONIBLE PARA ENTREGA INMEDIATA.;La ofertar que no cumplen con requisitos solicitado Resolución Sanitaria.;1
1057532-24-COT25;76.786.297-0;ADN FARMACEUTICA SPA;1;;;;;;;;;;;;;;TIAMINA COM.10MG. CX40, COSTO FLETE INCLUIDO, DESPACHO DE 24 A 48 HORAS, UNA VEZ ACEPTADA LA ORDEN DE COMPRA, SIN MÍNIMO DE FACTURACIÓN, VENCE SUPERIOR A 12 MESES (PV) pvalencia@adnfarmaceutica.cl;La ofertar no cumple con requisitos solicitado Resolución Sanitaria.;1
1057532-24-COT25;77.337.544-5;SCM PHARMA SPA;1;;;;;;;;;;;;;;Se adjunta cotización detallada, Contacto F. 225104550, contacto@scmpharma.cl, Despacho sin costo, Envio 48 a 72 horas- monto mínimo de despacho $ 50.000.-  Cotización valida  por 15 días.;;1
