CodigoOC;NombreOC;CodigoEstado;EstadoOC;CodigoLicitacion;TipoOC;TipoMoneda;Financiamiento;FormaPago;TipoDespacho;Pais;FechaCreacion;FechaEnvio;FechaAceptacion;FechaCancelacion;FechaUltimaModificacion;PromedioCalificacion;CantidadEvaluacion;TotalNeto;PorcentajeIva;Impuestos;TotalBruto;C_CodigoUnidad;C_Unidad;C_RutUnidad;C_Actividad;C_Direccion;C_Comuna;C_Region;C_Contacto;C_Cargo;C_Email;P_Codigo;P_Nombre;P_Rut;P_Actividad;P_Direccion;P_Comuna;P_Region;P_Contacto;P_Cargo;P_Email;DescripcionOC
1057922-3-SE26;F5-002-BMC-ADQUISICION CAMILLA DE EXAMEN  Y ESCABEL PARA COSAM RAHUE;4;Enviada a proveedor;1057922-7-LE26;SE;CLP;400;2;7;CL;2026-02-10T15:30:00.157;2026-02-11T15:56:32.15;;;2026-02-11T15:56:00;4.36;5;1570835.0;19.0;298459.0;1869294.0;1057922;Activos Fijos;61.607.600-0;Servicio Público;Avda. Mackenna Nº 825 ;Osorno;Región de los Lagos ;Bastian Miranda Coronado;PROFESIONAL;;63525;COMERCIALIZADORA DE PRODUCTOS MEDICOS Y DEPORTIVOS PTM CHILE SPA;77.749.210-1;VENTA DE ARTICULOS MEDICOS, ORTOPEDICOS;AV DEL VALLE 961 OF 4707 EDIF PATIO MAYOR N° No ha;Huechuraba;Región Metropolitana de Santiago;CLAUDIO SALINAS;Gerente Comercial;;F5-002-SUB.DPTO INVERSIONES EQUIPAMIENTO Y EQUIPOS  ADQUISICIÓN DE EQUIPAMIENTO PARA HABILITACIÓN DE COSAM RAHUE DESDE 1057922-7-LE26  ORDEN DE COMPRA DESDE 1057922-7-LE26  NOTA: No se podrá emitir Factura sin previa Recepción Conforme de la OC./ La factura debe indicar N° de OC asociada. Enviar los  documentos mercantiles en archivo xlms y pdf al correo dipresrecepcion@custodium.com.  El o los documentos tributarios, deberán contener la información que permita tener datos de trazabilidad de los dispositivos médicos como por ejemplo N° de lote/serie, fecha de  vencimiento, según lo establecido en la Norma Técnica 226.  Dirección de Despacho: NUEVO COSAM RAHUE, comuna Osorno ubicado en Guatemala #1402, Rahue Alto . Para el despacho contactar con D. Ivan Vargas al Fono (64)2613580   Al envío: Enviar con guía de despacho, para la recepción conforme
1057532-138-CM26;F3-180-AVP//Adquisicion de alemnetos precibles para CTpeulla /para 6 meses;12;Recepción Conforme;;CM;CLP;;2;12;CL;2026-01-27T09:19:15.277;2026-01-27T10:00:45.473;2026-01-28T09:22:13.343;;2026-01-27T09:52:00;3.8444444444444446;9;1869960.0;19.0;0.0;1869960.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;Osorno;Región de los Lagos ;Alicia Vidal Paredes;;;1394362;SERVICIOS INTEGRADOS SIDAPT LIMITADA;76.299.358-9;Comercializacion de Alimentos, Comercio por Menor de Computadores, Software y Su;Lourdes 829, Quinta Normal;;;;Contacto;;Orden de Compra codigo: 1057532-138-CM26 dirigida a SERVICIOS INTEGRADOS SIDAPT LIMITADA//Se realiza la compra para 6 meses, febrero, marzo, Abril, Mayo, Junio y Julio, requiriendo la entrega sea parcializada, primera entrega para el 29.01.2026
1057532-155-SE26;CC-DCR/Servicio de Guardias/PRAIS/Diciembre;12;Recepción Conforme;1057532-21-LR25;SE;CLP;;2;22;CL;2026-02-03T09:36:09.67;2026-02-03T11:11:42.15;2026-02-03T13:09:35.953;;2026-02-03T10:14:00;0.0;0;36000.0;19.0;6840.0;42840.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;* ;Región de los Lagos ;Daniela Cona Rios;ADMINISTRATIVO;;1714940;SERVICIOS  SEGURIDAD  PRIVADA  KATHERINE GONZALEZ   HERNANDEZ  E.I.R.L;76.826.177-6;SERVICIOS DE SEGURIDAD PRIVADA PRESTADOS POR EMPRE;montenegro 1745;Osorno;Región de los Lagos ; ;;;Convenio de Servicio de Guardias por 24 meses  DESDE 1057532-21-LR25    Nota: No se podrá emitir factura sin previa recepción conforme de O/C. La factura debe indicar el número de O/C asociada. Enviar factura en archivo xlms y pdf al correo dipresrecepcion@custodium.com.
1057532-160-SE26;CC-DCR/Mantención Correctiva Estanque de Petróleo / Edificio Matta;6;Aceptada;1057532-89-LP25;SE;CLP;;2;12;CL;2026-02-03T11:31:53.113;2026-02-03T11:38:20.813;2026-02-11T09:00:53.743;;2026-02-03T11:36:00;0.0;0;5120002.0;19.0;972800.0;6092802.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;* ;Región de los Lagos ;Daniela Cona Rios;ADMINISTRATIVO;;1786552;INGENIERIA Y MANTENCION INDUSTRIAL SPA;77.414.628-8;INSTALACION DE MAQUINARIA Y EQUIPOS INDUSTRIALES;ANTAMO 530, VILLA PUERTA DEL SOL;Puerto Montt;Región de los Lagos ;JUAN ALEXIS JEREZ SANHUEZA;DUEÑO;;Convenio Servicios De Mantención de Calderas Y Red De Calefacciónvapor de Establecimientos Dependientes del SSO periodo 2026 - 2027 DESDE 1057532-89-LP25    NOTA: No se podrá emitir factura sin previa recepción conforme de O/C. La factura debe indicar el Número de O/C asociada.  Enviar los documentos mercantiles en archivo xlms y pdf al correo dipresrecepcion@custodium.com
1057532-154-SE26;CC-DCR/Servicio de Guardias/Kümelen/Diciembre;12;Recepción Conforme;1057532-21-LR25;SE;CLP;;2;22;CL;2026-02-03T09:35:28.497;2026-02-03T11:11:35.567;2026-02-03T13:09:46.86;;2026-02-03T10:03:00;0.0;0;1156923.0;19.0;219815.0;1376738.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;* ;Región de los Lagos ;Daniela Cona Rios;ADMINISTRATIVO;;1714940;SERVICIOS  SEGURIDAD  PRIVADA  KATHERINE GONZALEZ   HERNANDEZ  E.I.R.L;76.826.177-6;SERVICIOS DE SEGURIDAD PRIVADA PRESTADOS POR EMPRE;montenegro 1745;Osorno;Región de los Lagos ; ;;;Convenio de Servicio de Guardias por 24 meses  DESDE 1057532-21-LR25    Nota: No se podrá emitir factura sin previa recepción conforme de O/C. La factura debe indicar el número de O/C asociada. Enviar factura en archivo xlms y pdf al correo dipresrecepcion@custodium.com.
1057976-2-SE26;"F4-038-JFR | 3 Visita especialistas a la obra ""Habilitación Angiógrafo HBSJO""";12;Recepción Conforme;1057532-25-LE23;SE;CLP;20;2;22;CL;2026-01-05T16:32:46.457;2026-01-06T15:49:07.76;2026-01-08T11:56:54.617;;2026-01-05T16:40:00;0.0;0;15.0;19.0;3.0;18.0;1057976;Obras Civiles;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;Osorno;Región de los Lagos ;JUAN FELIPE ROJEL HUENTRO;PROFESIONAL DE APOYO;;1548149;SOCIEDAD DE INGENIERÍA APLICADA EFEYER LIMITADA;76.450.412-7;CONSULTORIA, ASESORÍA Y CAPACITACION EN INGENIERIA;SERRANO 958;Valdivia;Región de Los Ríos;PAOLO NICOLÁS BORLANDO HIPP;VALDIVIA;;"3 Visita especialistas a la obra ""Habilitación Angiógrafo HBSJO"" ID Licitación N°1057922-6-LR25    Informe N°1/23.12.2025.    Licitación Pública ""CONSULTORIA PARA EL DISEÑO “HABILITACIÓN ANGIOGRAFO HBSJO” COMUNA DE OSORNO ID 1057532-25-LE23 adjudicado a la empresa Sociedad de Ingeniería Aplicada Efeyer Ltda.    Montos de las Visitas según Formulario N4 de nómina de profesionales y costo visitas a obra.    Res. Exenta N°18563/25.11.2025 Aprueba Adendum de Contrato  Código BIP: 40005076-0  Ítem Presupuestario: 31.02.002 Consultorías.    Nota: No se podrá emitir factura sin previa recepción conforme de O/C. La factura debe indicar el número de O/C asociada. Enviar factura en archivo xlms y pdf al correo dipresrecepcion@custodium.com"
1057532-158-SE26;CC-DCR/Servicio de Guardias/Cosam Oriente/Diciembre;12;Recepción Conforme;1057532-21-LR25;SE;CLP;;2;22;CL;2026-02-03T09:38:41.287;2026-02-03T11:11:59.613;2026-02-03T13:08:14.4;;2026-02-03T10:27:00;0.0;0;5940000.0;19.0;1128600.0;7068600.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;* ;Región de los Lagos ;Daniela Cona Rios;ADMINISTRATIVO;;1714940;SERVICIOS  SEGURIDAD  PRIVADA  KATHERINE GONZALEZ   HERNANDEZ  E.I.R.L;76.826.177-6;SERVICIOS DE SEGURIDAD PRIVADA PRESTADOS POR EMPRE;montenegro 1745;Osorno;Región de los Lagos ; ;;;Convenio de Servicio de Guardias por 24 meses  DESDE 1057532-21-LR25    Nota: No se podrá emitir factura sin previa recepción conforme de O/C. La factura debe indicar el número de O/C asociada. Enviar factura en archivo xlms y pdf al correo dipresrecepcion@custodium.com.
1057532-94-CM26;F3-180-AVP//Adquisición de Alimentos para Comunidad Teraputica Peulla/ Febrero, Marzo y Abril 2026;12;Recepción Conforme;;CM;CLP;;2;12;CL;2026-01-21T11:23:38.493;2026-01-21T14:47:55.07;2026-01-23T17:33:48.003;;2026-01-21T11:54:00;3.8444444444444446;9;1349852.0;19.0;0.0;1349852.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;Osorno;Región de los Lagos ;Alicia Vidal Paredes;;;1394362;SERVICIOS INTEGRADOS SIDAPT LIMITADA;76.299.358-9;Comercializacion de Alimentos, Comercio por Menor de Computadores, Software y Su;Lourdes 829, Quinta Normal;;;;Contacto;;Orden de Compra codigo: 1057532-94-CM26 dirigida a SERVICIOS INTEGRADOS SIDAPT LIMITADA// alimentos adquiridos para 3 meses, Febrero, Marzo y Abril 2026. los alimentos deben venir con una vigencia de 6 meses de vencimiento.
1057532-164-AG26;F2-433-IVO/ADQUISICION DE PROTECTORES SOLARES;6;Aceptada;;AG;CLP;;2;7;Other;2026-02-03T16:48:50.69;2026-02-04T09:43:05.107;2026-02-11T11:21:47.433;;2026-02-03T16:57:00;4.072727272727272;33;73600.0;19.0;13984.0;87584.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;;Osorno;Región de los Lagos ;Ivan Vargas Ojeda;Comprador Administrativo;;39563;Diprolab Ltda.;78.027.120-5;COMERCIAL;Cruz 1126;Concepción;Región del Biobío ;Nelson Pinilla Mayorga Nelson Pinilla Mayorga;Gerente-Químico Farmaceút;;FSC N° 433, SUBDEPTO DE PREVENCION DE RIESGOS  Orden de Compra código: 1057532-164-AG26 dirigida a DISTRIBUIDORA DE PRODUCTOS DE LABORATORIO DIPROLAB LIMITADA, Orden de Compra generada por invitación a compra ágil: 1057532-5-COT26. Nota: No se podrá emitir factura sin previa recepción conforme de O/C. La factura debe indicar el número de O/C asociada. Enviar factura en archivo xlms y pdf al correo dipresrecepcion@custodium.com.
1057532-142-SE26;CC-DCR/Mantención Correctiva Grupo Electrógeno Camión Mamógrafo Móvil;12;Recepción Conforme;1057532-94-LP25;SE;CLP;;2;22;CL;2026-01-29T10:34:39.27;2026-01-29T11:36:38.973;2026-01-29T12:24:02.01;;2026-01-29T11:32:00;4.6;1;180000.0;19.0;34200.0;214200.0;1057532;Bienes y Servicios;61.607.600-0;Servicio Público;Av. Juan Mackenna N°825, Edificio Plaza Sur;* ;Región de los Lagos ;Daniela Cona Rios;ADMINISTRATIVO;;1422053;Genset Energy Solutions Ltda.;76.426.817-2;Mantencion y reparación de Grupos Electrogenos;Los Cerezos 28, San Pedro de la Paz;San Pedro de La Paz;Región del Biobío ;Jose A Gonzalez Henriquez;Gerente Comercial;;Convenio Servicios de Mantención de Grupos Electrógenos de Establecimientos dependientes del SSO periodo 2026 - 2027 DESDE 1057532-94-LP25    NOTA: No se podrá emitir factura sin previa recepción conforme de O/C. La factura debe indicar el Número de O/C asociada.  Enviar los documentos mercantiles en archivo xlms y pdf al correo dipresrecepcion@custodium.com
